title,link,text,language,family
Paite language - Wikipedia,https://en.wikipedia.org/wiki/Paite_language,"Paite is a Sino-Tibetan language spoken by the Paite people . ... which through them shape the Mizo society to what it is today in culture, music ...","Naga, Puimei",Sino-Tibetan
Angami language - Wikipedia,https://en.wikipedia.org/wiki/Angami_language,"Shieshülie songbook by Baptist Revival Church 9 ), the rising rock music culture started to stir in the Nagaland as the music events and societies ...","Naga, Puimei",Sino-Tibetan
Mizo language - Wikipedia,https://en.wikipedia.org/wiki/Mizo_language,Sino-Tibetan ... Kuki-Chin-Naga ... The Mizo language is related to the other languages of the Sino-Tibetan family.,"Naga, Puimei",Sino-Tibetan
Haflong Hindi - Wikipedia,https://en.wikipedia.org/wiki/Haflong_Hindi,"1 It is a pidgin that stemmed from Hindustani and includes vocabulary from several other languages, such as Assamese , Dimasa and Zeme Naga.","Naga, Puimei",Sino-Tibetan
Tiwa language (India) - Wikipedia,https://en.wikipedia.org/wiki/Tiwa_language_(India),Tiwa ( Lalung ) is a Tibeto-Burman (Sino-Tibetan) language spoken by the Tiwa people in Assam and Meghalaya in North East India .,"Naga, Puimei",Sino-Tibetan
Kokborok - Wikipedia,https://en.wikipedia.org/wiki/Kokborok,Kokborok is a Sino-Tibetan language of the Bodo–Garo branch . ... Kókborok has the phonology of a typical Sino-Tibetan language.,"Naga, Puimei",Sino-Tibetan
Aimol language - Wikipedia,https://en.wikipedia.org/wiki/Aimol_language,"Aimol , also known as Aimual , is a Sino-Tibetan language spoken by the Aimol people of Manipur , India . ... in Assam , Mizoram , Tripura , Nagaland ...","Naga, Puimei",Sino-Tibetan
